 

stn;time;gor000za
WSLBTF;200003312100;0
WSLBTF;200003312110;0
WSLBTF;200003312120;0
WSLBTF;200003312130;0
WSLBTF;200003312140;0
WSLBTF;200003312150;0
WSLBTF;200003312200;0
WSLBTF;200003312210;0
WSLBTF;200003312220;0
WSLBTF;200003312230;0
WSLBTF;200003312240;0
WSLBTF;200003312250;0
WSLBTF;200003312300;0
WSLBTF;200003312310;0
WSLBTF;200003312320;0
WSLBTF;200003312330;0
WSLBTF;200003312340;0
WSLBTF;200003312350;0
WSLBTF;200004010000;0
WSLBTF;200004010010;0
WSLBTF;200004010020;0
WSLBTF;200004010030;0
WSLBTF;200004010040;0
WSLBTF;200004010050;0
WSLBTF;200004010100;0
WSLBTF;200004010110;0
WSLBTF;200004010120;0
WSLBTF;200004010130;0
WSLBTF;200004010140;0
WSLBTF;200004010150;0
WSLBTF;200004010200;0
WSLBTF;200004010210;0
WSLBTF;200004010220;0
WSLBTF;200004010230;0
WSLBTF;200004010240;0
WSLBTF;200004010250;0
WSLBTF;200004010300;0
WSLBTF;200004010310;0
WSLBTF;200004010320;0
WSLBTF;200004010330;0
WSLBTF;200004010340;0
WSLBTF;200004010350;0
WSLBTF;200004010400;0
WSLBTF;200004010410;0
WSLBTF;200004010420;0
WSLBTF;200004010430;0
WSLBTF;200004010440;0
WSLBTF;200004010450;0
WSLBTF;200004010500;0
WSLBTF;200004010510;0
WSLBTF;200004010520;0
WSLBTF;200004010530;1
WSLBTF;200004010540;1
WSLBTF;200004010550;2
WSLBTF;200004010600;1
WSLBTF;200004010610;1
WSLBTF;200004010620;2
WSLBTF;200004010630;1
WSLBTF;200004010640;3
WSLBTF;200004010650;2
WSLBTF;200004010700;3
WSLBTF;200004010710;4
WSLBTF;200004010720;1
WSLBTF;200004010730;4
WSLBTF;200004010740;22
WSLBTF;200004010750;17
WSLBTF;200004010800;9
WSLBTF;200004010810;21
WSLBTF;200004010820;12
WSLBTF;200004010830;6
WSLBTF;200004010840;7
WSLBTF;200004010850;14
WSLBTF;200004010900;26
WSLBTF;200004010910;35
WSLBTF;200004010920;10
WSLBTF;200004010930;27
WSLBTF;200004010940;101
WSLBTF;200004010950;69
WSLBTF;200004011000;23
WSLBTF;200004011010;25
WSLBTF;200004011020;143
WSLBTF;200004011030;164
WSLBTF;200004011040;38
WSLBTF;200004011050;11
WSLBTF;200004011100;14
WSLBTF;200004011110;50
WSLBTF;200004011120;26
WSLBTF;200004011130;87
WSLBTF;200004011140;90
WSLBTF;200004011150;32
WSLBTF;200004011200;19
WSLBTF;200004011210;58
WSLBTF;200004011220;134
WSLBTF;200004011230;18
WSLBTF;200004011240;21
WSLBTF;200004011250;25
WSLBTF;200004011300;37
WSLBTF;200004011310;30
WSLBTF;200004011320;41
WSLBTF;200004011330;134
WSLBTF;200004011340;158
WSLBTF;200004011350;110
WSLBTF;200004011400;45
WSLBTF;200004011410;109
WSLBTF;200004011420;69
WSLBTF;200004011430;82
WSLBTF;200004011440;68
WSLBTF;200004011450;63
WSLBTF;200004011500;55
WSLBTF;200004011510;42
WSLBTF;200004011520;74
WSLBTF;200004011530;84
WSLBTF;200004011540;9
WSLBTF;200004011550;9
WSLBTF;200004011600;6
WSLBTF;200004011610;5
WSLBTF;200004011620;52
WSLBTF;200004011630;46
WSLBTF;200004011640;12
WSLBTF;200004011650;8
WSLBTF;200004011700;6
WSLBTF;200004011710;3
WSLBTF;200004011720;2
WSLBTF;200004011730;7
WSLBTF;200004011740;4
WSLBTF;200004011750;1
WSLBTF;200004011800;1
WSLBTF;200004011810;1
WSLBTF;200004011820;0
WSLBTF;200004011830;0
WSLBTF;200004011840;0
WSLBTF;200004011850;0
WSLBTF;200004011900;0
WSLBTF;200004011910;0
WSLBTF;200004011920;0
WSLBTF;200004011930;0
WSLBTF;200004011940;0
WSLBTF;200004011950;0
WSLBTF;200004012000;0
WSLBTF;200004012010;0
WSLBTF;200004012020;0
WSLBTF;200004012030;0
WSLBTF;200004012040;0
WSLBTF;200004012050;0
WSLBTF;200004012100;0
WSLBTF;200004012110;0
WSLBTF;200004012120;0
WSLBTF;200004012130;0
WSLBTF;200004012140;0
WSLBTF;200004012150;0
WSLBTF;200004012200;0
WSLBTF;200004012210;0
WSLBTF;200004012220;0
WSLBTF;200004012230;0
WSLBTF;200004012240;0
WSLBTF;200004012250;0
WSLBTF;200004012300;0
WSLBTF;200004012310;0
WSLBTF;200004012320;0
WSLBTF;200004012330;0
WSLBTF;200004012340;0
WSLBTF;200004012350;0
WSLBTF;200004020000;0
WSLBTF;200004020010;0
WSLBTF;200004020020;0
WSLBTF;200004020030;0
WSLBTF;200004020040;0
WSLBTF;200004020050;0
WSLBTF;200004020100;0
WSLBTF;200004020110;0
WSLBTF;200004020120;0
WSLBTF;200004020130;0
WSLBTF;200004020140;0
WSLBTF;200004020150;0
WSLBTF;200004020200;0
WSLBTF;200004020210;0
WSLBTF;200004020220;0
WSLBTF;200004020230;0
WSLBTF;200004020240;0
WSLBTF;200004020250;0
WSLBTF;200004020300;0
WSLBTF;200004020310;0
WSLBTF;200004020320;0
WSLBTF;200004020330;0
WSLBTF;200004020340;0
WSLBTF;200004020350;0
WSLBTF;200004020400;0
WSLBTF;200004020410;0
WSLBTF;200004020420;0
WSLBTF;200004020430;0
WSLBTF;200004020440;0
WSLBTF;200004020450;0
WSLBTF;200004020500;1
WSLBTF;200004020510;0
WSLBTF;200004020520;1
WSLBTF;200004020530;3
WSLBTF;200004020540;2
WSLBTF;200004020550;3
WSLBTF;200004020600;5
WSLBTF;200004020610;3
WSLBTF;200004020620;1
WSLBTF;200004020630;1
WSLBTF;200004020640;0
WSLBTF;200004020650;1
WSLBTF;200004020700;0
WSLBTF;200004020710;5
WSLBTF;200004020720;1
WSLBTF;200004020730;6
WSLBTF;200004020740;100
WSLBTF;200004020750;17
WSLBTF;200004020800;14
WSLBTF;200004020810;14
WSLBTF;200004020820;27
WSLBTF;200004020830;21
WSLBTF;200004020840;13
WSLBTF;200004020850;20
WSLBTF;200004020900;15
WSLBTF;200004020910;39
WSLBTF;200004020920;66
WSLBTF;200004020930;25
WSLBTF;200004020940;45
WSLBTF;200004020950;50
WSLBTF;200004021000;50
WSLBTF;200004021010;46
WSLBTF;200004021020;48
WSLBTF;200004021030;51
WSLBTF;200004021040;30
WSLBTF;200004021050;38
WSLBTF;200004021100;24
WSLBTF;200004021110;35
WSLBTF;200004021120;32
WSLBTF;200004021130;41
WSLBTF;200004021140;126
WSLBTF;200004021150;90
WSLBTF;200004021200;94
WSLBTF;200004021210;89
WSLBTF;200004021220;88
WSLBTF;200004021230;163
WSLBTF;200004021240;41
WSLBTF;200004021250;22
WSLBTF;200004021300;30
WSLBTF;200004021310;16
WSLBTF;200004021320;14
WSLBTF;200004021330;21
WSLBTF;200004021340;19
WSLBTF;200004021350;8
WSLBTF;200004021400;39
WSLBTF;200004021410;20
WSLBTF;200004021420;21
WSLBTF;200004021430;51
WSLBTF;200004021440;22
WSLBTF;200004021450;26
WSLBTF;200004021500;38
WSLBTF;200004021510;30
WSLBTF;200004021520;41
WSLBTF;200004021530;17
WSLBTF;200004021540;18
WSLBTF;200004021550;17
WSLBTF;200004021600;10
WSLBTF;200004021610;10
WSLBTF;200004021620;24
WSLBTF;200004021630;23
WSLBTF;200004021640;20
WSLBTF;200004021650;11
WSLBTF;200004021700;7
WSLBTF;200004021710;4
WSLBTF;200004021720;3
WSLBTF;200004021730;3
WSLBTF;200004021740;2
WSLBTF;200004021750;3
WSLBTF;200004021800;2
WSLBTF;200004021810;1
WSLBTF;200004021820;0
WSLBTF;200004021830;0
WSLBTF;200004021840;0
WSLBTF;200004021850;0
WSLBTF;200004021900;0
WSLBTF;200004021910;0
WSLBTF;200004021920;0
WSLBTF;200004021930;0
WSLBTF;200004021940;0
WSLBTF;200004021950;0
WSLBTF;200004022000;0
WSLBTF;200004022010;0
WSLBTF;200004022020;0
WSLBTF;200004022030;0
WSLBTF;200004022040;0
WSLBTF;200004022050;0
WSLBTF;200004022100;0
WSLBTF;200004022110;0
WSLBTF;200004022120;0
WSLBTF;200004022130;0
WSLBTF;200004022140;0
WSLBTF;200004022150;0
WSLBTF;200004022200;0
WSLBTF;200004022210;0
WSLBTF;200004022220;0
WSLBTF;200004022230;0
WSLBTF;200004022240;0
WSLBTF;200004022250;0
WSLBTF;200004022300;0
WSLBTF;200004022310;0
WSLBTF;200004022320;0
WSLBTF;200004022330;0
WSLBTF;200004022340;0
WSLBTF;200004022350;0
WSLBTF;200004030000;0
WSLBTF;200004030010;0
WSLBTF;200004030020;0
WSLBTF;200004030030;0
WSLBTF;200004030040;0
WSLBTF;200004030050;0
WSLBTF;200004030100;0
WSLBTF;200004030110;0
WSLBTF;200004030120;0
WSLBTF;200004030130;0
WSLBTF;200004030140;0
WSLBTF;200004030150;0
WSLBTF;200004030200;0
WSLBTF;200004030210;0
WSLBTF;200004030220;0
WSLBTF;200004030230;0
WSLBTF;200004030240;0
WSLBTF;200004030250;0
WSLBTF;200004030300;0
WSLBTF;200004030310;0
WSLBTF;200004030320;0
WSLBTF;200004030330;0
WSLBTF;200004030340;0
WSLBTF;200004030350;0
WSLBTF;200004030400;0
WSLBTF;200004030410;0
WSLBTF;200004030420;0
WSLBTF;200004030430;0
WSLBTF;200004030440;0
WSLBTF;200004030450;0
WSLBTF;200004030500;0
WSLBTF;200004030510;0
WSLBTF;200004030520;1
WSLBTF;200004030530;1
WSLBTF;200004030540;1
WSLBTF;200004030550;3
WSLBTF;200004030600;6
WSLBTF;200004030610;6
WSLBTF;200004030620;1
WSLBTF;200004030630;5
WSLBTF;200004030640;15
WSLBTF;200004030650;8
WSLBTF;200004030700;15
WSLBTF;200004030710;12
WSLBTF;200004030720;7
WSLBTF;200004030730;3
WSLBTF;200004030740;15
WSLBTF;200004030750;47
WSLBTF;200004030800;28
WSLBTF;200004030810;29
WSLBTF;200004030820;43
WSLBTF;200004030830;51
WSLBTF;200004030840;70
WSLBTF;200004030850;66
WSLBTF;200004030900;43
WSLBTF;200004030910;13
WSLBTF;200004030920;40
WSLBTF;200004030930;67
WSLBTF;200004030940;100
WSLBTF;200004030950;74
WSLBTF;200004031000;67
WSLBTF;200004031010;27
WSLBTF;200004031020;17
WSLBTF;200004031030;11
WSLBTF;200004031040;29
WSLBTF;200004031050;12
WSLBTF;200004031100;142
WSLBTF;200004031110;113
WSLBTF;200004031120;198
WSLBTF;200004031130;10
WSLBTF;200004031140;8
WSLBTF;200004031150;13
WSLBTF;200004031200;16
WSLBTF;200004031210;6
WSLBTF;200004031220;11
WSLBTF;200004031230;14
WSLBTF;200004031240;3
WSLBTF;200004031250;4
WSLBTF;200004031300;2
WSLBTF;200004031310;168
WSLBTF;200004031320;75
WSLBTF;200004031330;36
WSLBTF;200004031340;40
WSLBTF;200004031350;18
WSLBTF;200004031400;9
WSLBTF;200004031410;6
WSLBTF;200004031420;6
WSLBTF;200004031430;8
WSLBTF;200004031440;11
WSLBTF;200004031450;6
WSLBTF;200004031500;6
WSLBTF;200004031510;7
WSLBTF;200004031520;10
WSLBTF;200004031530;1
WSLBTF;200004031540;2
WSLBTF;200004031550;1
WSLBTF;200004031600;3
WSLBTF;200004031610;3
WSLBTF;200004031620;2
WSLBTF;200004031630;4
WSLBTF;200004031640;4
WSLBTF;200004031650;7
WSLBTF;200004031700;2
WSLBTF;200004031710;2
WSLBTF;200004031720;2
WSLBTF;200004031730;1
WSLBTF;200004031740;1
WSLBTF;200004031750;1
WSLBTF;200004031800;1
WSLBTF;200004031810;0
WSLBTF;200004031820;0
WSLBTF;200004031830;0
WSLBTF;200004031840;0
WSLBTF;200004031850;0
WSLBTF;200004031900;0
WSLBTF;200004031910;0
WSLBTF;200004031920;0
WSLBTF;200004031930;0
WSLBTF;200004031940;0
WSLBTF;200004031950;0
WSLBTF;200004032000;0
WSLBTF;200004032010;0
WSLBTF;200004032020;0
WSLBTF;200004032030;0
WSLBTF;200004032040;0
WSLBTF;200004032050;0
WSLBTF;200004032100;0
WSLBTF;200004032110;0
WSLBTF;200004032120;0
WSLBTF;200004032130;0
WSLBTF;200004032140;0
WSLBTF;200004032150;0
WSLBTF;200004032200;0
WSLBTF;200004032210;0
WSLBTF;200004032220;0
WSLBTF;200004032230;0
WSLBTF;200004032240;0
WSLBTF;200004032250;0
WSLBTF;200004032300;0
WSLBTF;200004032310;0
WSLBTF;200004032320;0
WSLBTF;200004032330;0
WSLBTF;200004032340;0
WSLBTF;200004032350;0
WSLBTF;200004040000;0
WSLBTF;200004040010;0
WSLBTF;200004040020;0
WSLBTF;200004040030;0
WSLBTF;200004040040;0
WSLBTF;200004040050;0
WSLBTF;200004040100;0
WSLBTF;200004040110;0
WSLBTF;200004040120;0
WSLBTF;200004040130;0
WSLBTF;200004040140;0
WSLBTF;200004040150;0
WSLBTF;200004040200;0
WSLBTF;200004040210;0
WSLBTF;200004040220;0
WSLBTF;200004040230;0
WSLBTF;200004040240;0
WSLBTF;200004040250;0
WSLBTF;200004040300;0
WSLBTF;200004040310;0
WSLBTF;200004040320;0
WSLBTF;200004040330;0
WSLBTF;200004040340;0
WSLBTF;200004040350;0
WSLBTF;200004040400;0
WSLBTF;200004040410;0
WSLBTF;200004040420;0
WSLBTF;200004040430;0
WSLBTF;200004040440;0
WSLBTF;200004040450;0
WSLBTF;200004040500;1
WSLBTF;200004040510;1
WSLBTF;200004040520;1
WSLBTF;200004040530;3
WSLBTF;200004040540;3
WSLBTF;200004040550;2
WSLBTF;200004040600;1
WSLBTF;200004040610;3
WSLBTF;200004040620;1
WSLBTF;200004040630;3
WSLBTF;200004040640;9
WSLBTF;200004040650;3
WSLBTF;200004040700;4
WSLBTF;200004040710;7
WSLBTF;200004040720;28
WSLBTF;200004040730;22
WSLBTF;200004040740;92
WSLBTF;200004040750;7
WSLBTF;200004040800;16
WSLBTF;200004040810;8
WSLBTF;200004040820;18
WSLBTF;200004040830;12
WSLBTF;200004040840;176
WSLBTF;200004040850;88
WSLBTF;200004040900;74
WSLBTF;200004040910;29
WSLBTF;200004040920;10
WSLBTF;200004040930;5
WSLBTF;200004040940;29
WSLBTF;200004040950;49
WSLBTF;200004041000;17
WSLBTF;200004041010;15
WSLBTF;200004041020;24
WSLBTF;200004041030;171
WSLBTF;200004041040;42
WSLBTF;200004041050;16
WSLBTF;200004041100;114
WSLBTF;200004041110;145
WSLBTF;200004041120;102
WSLBTF;200004041130;52
WSLBTF;200004041140;182
WSLBTF;200004041150;137
WSLBTF;200004041200;143
WSLBTF;200004041210;156
WSLBTF;200004041220;130
WSLBTF;200004041230;33
WSLBTF;200004041240;55
WSLBTF;200004041250;132
WSLBTF;200004041300;113
WSLBTF;200004041310;105
WSLBTF;200004041320;128
WSLBTF;200004041330;138
WSLBTF;200004041340;192
WSLBTF;200004041350;44
WSLBTF;200004041400;26
WSLBTF;200004041410;19
WSLBTF;200004041420;21
WSLBTF;200004041430;11
WSLBTF;200004041440;32
WSLBTF;200004041450;46
WSLBTF;200004041500;64
WSLBTF;200004041510;31
WSLBTF;200004041520;69
WSLBTF;200004041530;34
WSLBTF;200004041540;7
WSLBTF;200004041550;38
WSLBTF;200004041600;40
WSLBTF;200004041610;9
WSLBTF;200004041620;6
WSLBTF;200004041630;5
WSLBTF;200004041640;7
WSLBTF;200004041650;4
WSLBTF;200004041700;16
WSLBTF;200004041710;4
WSLBTF;200004041720;1
WSLBTF;200004041730;9
WSLBTF;200004041740;2
WSLBTF;200004041750;4
WSLBTF;200004041800;2
WSLBTF;200004041810;1
WSLBTF;200004041820;0
WSLBTF;200004041830;0
WSLBTF;200004041840;0
WSLBTF;200004041850;0
WSLBTF;200004041900;0
WSLBTF;200004041910;0
WSLBTF;200004041920;0
WSLBTF;200004041930;0
WSLBTF;200004041940;0
WSLBTF;200004041950;0
WSLBTF;200004042000;0
WSLBTF;200004042010;0
WSLBTF;200004042020;0
WSLBTF;200004042030;0
WSLBTF;200004042040;0
WSLBTF;200004042050;0
WSLBTF;200004042100;0
WSLBTF;200004042110;0
WSLBTF;200004042120;0
WSLBTF;200004042130;0
WSLBTF;200004042140;0
WSLBTF;200004042150;0
WSLBTF;200004042200;0
WSLBTF;200004042210;0
WSLBTF;200004042220;0
WSLBTF;200004042230;0
WSLBTF;200004042240;0
WSLBTF;200004042250;0
WSLBTF;200004042300;0
WSLBTF;200004042310;0
WSLBTF;200004042320;0
WSLBTF;200004042330;0
WSLBTF;200004042340;0
WSLBTF;200004042350;0
WSLBTF;200004050000;0
WSLBTF;200004050010;0
WSLBTF;200004050020;0
WSLBTF;200004050030;0
WSLBTF;200004050040;0
WSLBTF;200004050050;0
WSLBTF;200004050100;0
WSLBTF;200004050110;0
WSLBTF;200004050120;0
WSLBTF;200004050130;0
WSLBTF;200004050140;0
WSLBTF;200004050150;0
WSLBTF;200004050200;0
WSLBTF;200004050210;0
WSLBTF;200004050220;0
WSLBTF;200004050230;0
WSLBTF;200004050240;0
WSLBTF;200004050250;0
WSLBTF;200004050300;0
WSLBTF;200004050310;0
WSLBTF;200004050320;0
WSLBTF;200004050330;0
WSLBTF;200004050340;0
WSLBTF;200004050350;0
WSLBTF;200004050400;0
WSLBTF;200004050410;0
WSLBTF;200004050420;0
WSLBTF;200004050430;0
WSLBTF;200004050440;0
WSLBTF;200004050450;0
WSLBTF;200004050500;0
WSLBTF;200004050510;0
WSLBTF;200004050520;0
WSLBTF;200004050530;0
WSLBTF;200004050540;2
WSLBTF;200004050550;2
WSLBTF;200004050600;3
WSLBTF;200004050610;3
WSLBTF;200004050620;8
WSLBTF;200004050630;11
WSLBTF;200004050640;10
WSLBTF;200004050650;17
WSLBTF;200004050700;6
WSLBTF;200004050710;11
WSLBTF;200004050720;18
WSLBTF;200004050730;18
WSLBTF;200004050740;17
WSLBTF;200004050750;22
WSLBTF;200004050800;40
WSLBTF;200004050810;9
WSLBTF;200004050820;4
WSLBTF;200004050830;3
WSLBTF;200004050840;14
WSLBTF;200004050850;34
WSLBTF;200004050900;15
WSLBTF;200004050910;30
WSLBTF;200004050920;10
WSLBTF;200004050930;4
WSLBTF;200004050940;19
WSLBTF;200004050950;11
WSLBTF;200004051000;5
WSLBTF;200004051010;7
WSLBTF;200004051020;16
WSLBTF;200004051030;7
WSLBTF;200004051040;3
WSLBTF;200004051050;18
WSLBTF;200004051100;16
WSLBTF;200004051110;32
WSLBTF;200004051120;30
WSLBTF;200004051130;10
WSLBTF;200004051140;38
WSLBTF;200004051150;36
WSLBTF;200004051200;98
WSLBTF;200004051210;112
WSLBTF;200004051220;39
WSLBTF;200004051230;27
WSLBTF;200004051240;16
WSLBTF;200004051250;7
WSLBTF;200004051300;13
WSLBTF;200004051310;19
WSLBTF;200004051320;22
WSLBTF;200004051330;16
WSLBTF;200004051340;13
WSLBTF;200004051350;9
WSLBTF;200004051400;18
WSLBTF;200004051410;12
WSLBTF;200004051420;12
WSLBTF;200004051430;20
WSLBTF;200004051440;13
WSLBTF;200004051450;23
WSLBTF;200004051500;12
WSLBTF;200004051510;12
WSLBTF;200004051520;9
WSLBTF;200004051530;8
WSLBTF;200004051540;9
WSLBTF;200004051550;27
WSLBTF;200004051600;9
WSLBTF;200004051610;8
WSLBTF;200004051620;7
WSLBTF;200004051630;17
WSLBTF;200004051640;18
WSLBTF;200004051650;3
WSLBTF;200004051700;4
WSLBTF;200004051710;3
WSLBTF;200004051720;1
WSLBTF;200004051730;1
WSLBTF;200004051740;1
WSLBTF;200004051750;1
WSLBTF;200004051800;0
WSLBTF;200004051810;0
WSLBTF;200004051820;0
WSLBTF;200004051830;0
WSLBTF;200004051840;0
WSLBTF;200004051850;0
WSLBTF;200004051900;0
WSLBTF;200004051910;0
WSLBTF;200004051920;0
WSLBTF;200004051930;0
WSLBTF;200004051940;0
WSLBTF;200004051950;0
WSLBTF;200004052000;0
WSLBTF;200004052010;0
WSLBTF;200004052020;0
WSLBTF;200004052030;0
WSLBTF;200004052040;0
WSLBTF;200004052050;0
WSLBTF;200004052100;0
WSLBTF;200004052110;0
WSLBTF;200004052120;0
WSLBTF;200004052130;0
WSLBTF;200004052140;0
WSLBTF;200004052150;0
WSLBTF;200004052200;0
WSLBTF;200004052210;0
WSLBTF;200004052220;0
WSLBTF;200004052230;0
WSLBTF;200004052240;0
WSLBTF;200004052250;0
WSLBTF;200004052300;0
WSLBTF;200004052310;0
WSLBTF;200004052320;0
WSLBTF;200004052330;0
WSLBTF;200004052340;0
WSLBTF;200004052350;0
WSLBTF;200004060000;0
WSLBTF;200004060010;0
WSLBTF;200004060020;0
WSLBTF;200004060030;0
WSLBTF;200004060040;0
WSLBTF;200004060050;0
WSLBTF;200004060100;0
WSLBTF;200004060110;0
WSLBTF;200004060120;0
WSLBTF;200004060130;0
WSLBTF;200004060140;0
WSLBTF;200004060150;0
WSLBTF;200004060200;0
WSLBTF;200004060210;0
WSLBTF;200004060220;0
WSLBTF;200004060230;0
WSLBTF;200004060240;0
WSLBTF;200004060250;0
WSLBTF;200004060300;0
WSLBTF;200004060310;0
WSLBTF;200004060320;0
WSLBTF;200004060330;0
WSLBTF;200004060340;0
WSLBTF;200004060350;0
WSLBTF;200004060400;0
WSLBTF;200004060410;0
WSLBTF;200004060420;0
WSLBTF;200004060430;0
WSLBTF;200004060440;0
WSLBTF;200004060450;0
WSLBTF;200004060500;0
WSLBTF;200004060510;0
WSLBTF;200004060520;0
WSLBTF;200004060530;0
WSLBTF;200004060540;1
WSLBTF;200004060550;1
WSLBTF;200004060600;1
WSLBTF;200004060610;2
WSLBTF;200004060620;1
WSLBTF;200004060630;2
WSLBTF;200004060640;2
WSLBTF;200004060650;1
WSLBTF;200004060700;2
WSLBTF;200004060710;1
WSLBTF;200004060720;1
WSLBTF;200004060730;2
WSLBTF;200004060740;2
WSLBTF;200004060750;2
WSLBTF;200004060800;3
WSLBTF;200004060810;5
WSLBTF;200004060820;5
WSLBTF;200004060830;14
WSLBTF;200004060840;7
WSLBTF;200004060850;10
WSLBTF;200004060900;10
WSLBTF;200004060910;11
WSLBTF;200004060920;11
WSLBTF;200004060930;4
WSLBTF;200004060940;10
WSLBTF;200004060950;9
WSLBTF;200004061000;10
WSLBTF;200004061010;9
WSLBTF;200004061020;11
WSLBTF;200004061030;18
WSLBTF;200004061040;24
WSLBTF;200004061050;19
WSLBTF;200004061100;27
WSLBTF;200004061110;31
WSLBTF;200004061120;51
WSLBTF;200004061130;68
WSLBTF;200004061140;41
WSLBTF;200004061150;33
WSLBTF;200004061200;49
WSLBTF;200004061210;21
WSLBTF;200004061220;54
WSLBTF;200004061230;49
WSLBTF;200004061240;12
WSLBTF;200004061250;11
WSLBTF;200004061300;29
WSLBTF;200004061310;39
WSLBTF;200004061320;72
WSLBTF;200004061330;102
WSLBTF;200004061340;21
WSLBTF;200004061350;17
WSLBTF;200004061400;3
WSLBTF;200004061410;2
WSLBTF;200004061420;2
WSLBTF;200004061430;3
WSLBTF;200004061440;3
WSLBTF;200004061450;1
WSLBTF;200004061500;2
WSLBTF;200004061510;3
WSLBTF;200004061520;1
WSLBTF;200004061530;1
WSLBTF;200004061540;2
WSLBTF;200004061550;1
WSLBTF;200004061600;4
WSLBTF;200004061610;3
WSLBTF;200004061620;1
WSLBTF;200004061630;1
WSLBTF;200004061640;2
WSLBTF;200004061650;1
WSLBTF;200004061700;3
WSLBTF;200004061710;3
WSLBTF;200004061720;2
WSLBTF;200004061730;1
WSLBTF;200004061740;2
WSLBTF;200004061750;1
WSLBTF;200004061800;1
WSLBTF;200004061810;0
WSLBTF;200004061820;0
WSLBTF;200004061830;0
WSLBTF;200004061840;0
WSLBTF;200004061850;0
WSLBTF;200004061900;0
WSLBTF;200004061910;0
WSLBTF;200004061920;0
WSLBTF;200004061930;0
WSLBTF;200004061940;0
WSLBTF;200004061950;0
WSLBTF;200004062000;0
WSLBTF;200004062010;0
WSLBTF;200004062020;0
WSLBTF;200004062030;0
WSLBTF;200004062040;0
WSLBTF;200004062050;0
WSLBTF;200004062100;0
WSLBTF;200004062110;0
WSLBTF;200004062120;0
WSLBTF;200004062130;0
WSLBTF;200004062140;0
WSLBTF;200004062150;0
WSLBTF;200004062200;0
WSLBTF;200004062210;0
WSLBTF;200004062220;0
WSLBTF;200004062230;0
WSLBTF;200004062240;0
WSLBTF;200004062250;0
WSLBTF;200004062300;0
WSLBTF;200004062310;0
WSLBTF;200004062320;0
WSLBTF;200004062330;0
WSLBTF;200004062340;0
WSLBTF;200004062350;0
WSLBTF;200004070000;0
WSLBTF;200004070010;0
WSLBTF;200004070020;0
WSLBTF;200004070030;0
WSLBTF;200004070040;0
WSLBTF;200004070050;0
WSLBTF;200004070100;0
WSLBTF;200004070110;0
WSLBTF;200004070120;0
WSLBTF;200004070130;0
WSLBTF;200004070140;0
WSLBTF;200004070150;0
WSLBTF;200004070200;0
WSLBTF;200004070210;0
WSLBTF;200004070220;0
WSLBTF;200004070230;0
WSLBTF;200004070240;0
WSLBTF;200004070250;0
WSLBTF;200004070300;0
WSLBTF;200004070310;0
WSLBTF;200004070320;0
WSLBTF;200004070330;0
WSLBTF;200004070340;0
WSLBTF;200004070350;0
WSLBTF;200004070400;0
WSLBTF;200004070410;0
WSLBTF;200004070420;0
WSLBTF;200004070430;0
WSLBTF;200004070440;0
WSLBTF;200004070450;0
WSLBTF;200004070500;1
WSLBTF;200004070510;1
WSLBTF;200004070520;1
WSLBTF;200004070530;1
WSLBTF;200004070540;4
WSLBTF;200004070550;7
WSLBTF;200004070600;8
WSLBTF;200004070610;18
WSLBTF;200004070620;26
WSLBTF;200004070630;7
WSLBTF;200004070640;10
WSLBTF;200004070650;1
WSLBTF;200004070700;6
WSLBTF;200004070710;15
WSLBTF;200004070720;5
WSLBTF;200004070730;36
WSLBTF;200004070740;154
WSLBTF;200004070750;9
WSLBTF;200004070800;9
WSLBTF;200004070810;8
WSLBTF;200004070820;8
WSLBTF;200004070830;8
WSLBTF;200004070840;7
WSLBTF;200004070850;7
WSLBTF;200004070900;6
WSLBTF;200004070910;6
WSLBTF;200004070920;6
WSLBTF;200004070930;5
WSLBTF;200004070940;5
WSLBTF;200004070950;5
WSLBTF;200004071000;5
WSLBTF;200004071010;4
WSLBTF;200004071020;3
WSLBTF;200004071030;3
WSLBTF;200004071040;3
WSLBTF;200004071050;3
WSLBTF;200004071100;2
WSLBTF;200004071110;2
WSLBTF;200004071120;1
WSLBTF;200004071130;2
WSLBTF;200004071140;2
WSLBTF;200004071150;2
WSLBTF;200004071200;2
WSLBTF;200004071210;3
WSLBTF;200004071220;3
WSLBTF;200004071230;3
WSLBTF;200004071240;4
WSLBTF;200004071250;4
WSLBTF;200004071300;5
WSLBTF;200004071310;4
WSLBTF;200004071320;5
WSLBTF;200004071330;7
WSLBTF;200004071340;5
WSLBTF;200004071350;7
WSLBTF;200004071400;6
WSLBTF;200004071410;8
WSLBTF;200004071420;8
WSLBTF;200004071430;7
WSLBTF;200004071440;7
WSLBTF;200004071450;6
WSLBTF;200004071500;8
WSLBTF;200004071510;9
WSLBTF;200004071520;9
WSLBTF;200004071530;8
WSLBTF;200004071540;8
WSLBTF;200004071550;8
WSLBTF;200004071600;16
WSLBTF;200004071610;9
WSLBTF;200004071620;9
WSLBTF;200004071630;15
WSLBTF;200004071640;30
WSLBTF;200004071650;15
WSLBTF;200004071700;6
WSLBTF;200004071710;5
WSLBTF;200004071720;16
WSLBTF;200004071730;1
WSLBTF;200004071740;1
WSLBTF;200004071750;1
WSLBTF;200004071800;1
WSLBTF;200004071810;1
WSLBTF;200004071820;1
WSLBTF;200004071830;0
WSLBTF;200004071840;0
WSLBTF;200004071850;0
WSLBTF;200004071900;0
WSLBTF;200004071910;0
WSLBTF;200004071920;0
